Token	Adress	ATH	Market_Cap	ATH_was	Alert_posted
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	174.4x	$7,251,776	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	172.7x	$7,178,963	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	173.3x	$7,203,379	a few seconds ago	9 hours ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	168.6x	$7,010,330	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	170.6x	$7,093,740	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	174.0x	$7,232,162	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	164.1x	$6,822,865	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	169.3x	$7,039,386	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	160.5x	$6,674,070	a few seconds ago	9 hours ago
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	164.9x	$6,853,927	a few seconds ago	9 hours ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	186.8x	$7,764,346	a few seconds ago	9 hours ago
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	1.9x	$401,935	15/02 03:15:03 UTC	15/02 03:15:03 UTC
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	192.3x	$7,996,089	a few seconds ago	9 hours ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	191.8x	$7,971,249	a few seconds ago	9 hours ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	17.0x	$1,943,479	a few seconds ago	8 days ago
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	2.1x	$453,330	a few seconds ago	2 hours ago
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3.0x	$663,337	a few seconds ago	4 hours ago
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3x	$555,261	No Data Yet	15/02 07:00:03 UTC
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3x	$360,804	15/02 07:45:02 UTC	$220,801
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3x	$503,753	15/02 08:15:02 UTC	15/02 08:15:02 UTC
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3x	$346,625	15/02 09:00:03 UTC	15/02 09:00:03 UTC
SPYRO	0x6d7497751656618fc38cfb5478994a20f7e235df	20.2x	$9,834,488	a few seconds ago	3 days ago
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	7.1x	$731,629	a few seconds ago	2 days ago
$OIL	BefMP8AV2b2cGQts49ErbZyfFGw77fKtG5jxVLwxB4L8	3x	$249,261	No Data	No Data
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	16.99x	$4,912,198	15/02 10:45:02 UTC	$114,373
SPYRO	0x6d7497751656618fc38cfb5478994a20f7e235df	25.2x	$12,286,452	a few seconds ago	3 days ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	16.99x	$4,753,435	15/02 11:30:03 UTC	15/02 11:30:03 UTC
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	16.99x	$4,969,165	15/02 11:45:02 UTC	1h
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	196.1x	$8,150,628	a few seconds ago	18 hours ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	16.99x	$5,047,737	15/02 12:00:02 UTC	15/02 12:00:02 UTC
CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.6x	$8,299,353	a few seconds ago	18 hours ago
SPYRO	0x6d7497751656618fc38cfb5478994a20f7e235df	27.3x	$13,308,322	a few seconds ago	3 days ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	16.99x	$4,978,084	15/02 13:30:03 UTC	$114,373
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	8.4x	$866,130	a few seconds ago	2 days ago
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	39.4x	$4,507,018	a few seconds ago	8 days ago
$DTDC	2ReyAWstsh5S5aVMjAVMHtvw3JGNpPhpA3SdWkkCa6nu	2.1x	$333,250	a few seconds ago	20 minutes ago
$DTDC	2ReyAWstsh5S5aVMjAVMHtvw3JGNpPhpA3SdWkkCa6nu	2.08x	$143,621	No Data Yet	15/02 14:45:02 UTC
$BULL	8MFSRepRm2VBTkM2zzGQ3pAx6yg8D7e3sPUB2pYdGoE	2.0	$110,158	a few seconds ago	17 minutes ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$6,004,866	No Data Yet	15/02 15:45:02 UTC
$WEBCOINX	0x33d12a69b081321b78253906b2a6182619a76bd4	2.0x	$93,877	a few seconds ago	5 minutes ago
WEBCOINX	0x33d12a69b081321b78253906b2a6182619a76bd4	4.2x	$194,031	a few seconds ago	6 minutes ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$6,673,310	No Data Yet	15/02 17:00:04 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$6,974,719	No Data Yet	15/02 17:15:03 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$6,528,622	No Data Yet	15/02 17:30:02 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$5,520,038	No Data Yet	15/02 18:15:02 UTC
$BRICS	2qcbYHpidvxVnGCHeQfBdkhxNNrRtyNni2nYcZU4hFYW	2.3x	$109,612	a few seconds ago	a minute ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$5,953,588	No Data Yet	15/02 18:30:05 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$5,776,394	15/02 18:45:03 UTC	No Data Yet
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$4,802,495	No Data Yet	15/02 19:00:03 UTC
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	51.0x	$5,829,758	a few seconds ago	8 days ago
$PUTIN	3uK2RgbfLgCeqrDPUkJCQ4eVdp5MyYTkFQTgVZz7azsp	2.4x	$501,578	a few seconds ago	5 hours ago
$PUTIN	3uK2RgbfLgCeqrDPUkJCQ4eVdp5MyYTkFQTgVZz7azsp	3.0x	$619,851	a few seconds ago	5 hours ago
SORA	2kPsaPajSwSDjgdiRAvr56Lz6PfewwfYYF1Pq2Z1Fr4f	2.4x	$543,801	a few seconds ago	an hour ago
SORA	2kPsaPajSwSDjgdiRAvr56Lz6PfewwfYYF1Pq2Z1Fr4f	3.1x	$709,028	a few seconds ago	an hour ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$3,205,833	15/02 20:30:04 UTC	15/02 20:30:04 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$3,263,668	No Data Yet	15/02 20:45:03 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$3,866,641	No Data Yet	15/02 21:00:03 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$3,544,146	No Data Yet	$41,571
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$3,767,064	No Data Yet	15/02 21:30:04 UTC
$PUTIN	3uK2RgbfLgCeqrDPUkJCQ4eVdp5MyYTkFQTgVZz7azsp	4.6x	$948,529	a few seconds ago	12 hours ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$2,065,345	16/02 03:45:01 UTC	16/02 03:45:01 UTC
$LEH	7obg932wg2A1oTZhrPzR4DSdhKbjXzKSfHTBo2Hu5EbP	51.6x	$5,902,548	a few seconds ago	9 days ago
$KEYFRAMER	0xbc695ff4eecbea83e577245d762890c85f4c5fb4	2.1	$250,665	a few seconds ago	17 minutes ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,642,887	No Data Yet	16/02 05:00:02 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,516,406	No Data Yet	$41,571
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,418,448	No Data Yet	$41,571
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,065,466	No Data Yet	$41,571
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	2.5x	$144,545	a few seconds ago	11 minutes ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	3.1x	$181,097	a few seconds ago	16 minutes ago
$SAM	3P9qbAP85mG7srS1hXzkapNghJ3piuVGMDDf3Qv5DyUh	2.1x	$161,352	a few seconds ago	8 minutes ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,150,570	No Data Yet	16/02 09:00:03 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	4.6x	$266,692	a few seconds ago	3 hours ago
STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	5.2x	$301,168	a few seconds ago	3 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	6.5x	$374,451	a few seconds ago	3 hours ago
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,557,621	No Data Yet	16/02 10:15:03 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$431,666	a few seconds ago	3 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$339,188	No Data Yet	16/02 10:30:03 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$221,082	No Data Yet	16/02 10:45:03 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$269,482	No Data Yet	16/02 11:00:03 UTC
$DANK	4wmSSARHuwZRdYzYwNAiBpsYQRnQpLMAffSz7xUqiqcV	2.3x	$48,797	a few seconds ago	a minute ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$331,150	16/02 11:15:02 UTC	16/02 11:15:02 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$265,942	16/02 11:30:03 UTC	16/02 11:30:03 UTC
$SDOGE	3D9N7L5VP1ZLPwRFBdvSPNstnAenJv332Ei3FC4iYm5H	2.2x	$44,016	a few seconds ago	6 minutes ago
$LEAN	FAEehJDnTqEjq3AJRPiJVcJVZeCfXuCyist212G9aMwT	2.1x	$74,854	a few seconds ago	6 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	7.5x	$395,104	16/02 12:00:03 UTC	16/02 12:00:03 UTC
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	8.0x	$461,367	a few seconds ago	5 hours ago
STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	9.9x	$568,954	a few seconds ago	5 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	9.89x	$509,164	No Data	No Data
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	10.1x	$582,458	a few seconds ago	5 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	11.7x	$672,343	a few seconds ago	5 hours ago
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	11.68x	$611,940	No Data	No Data
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	11.68x	$559,647	16/02 13:15:02 UTC	N/A
$STONKS	BKAAmHwnUmWm5HNWWjefekD5bAuJ1P7LEGXh1HDDAbJ6	11.68x	$514,741	16/02 13:30:03 UTC	16/02 13:30:03 UTC
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,634,522	No Data Yet	$41,571
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$1,745,538	No Data Yet	$41,571
$CBDC	2KFZCkfxj1Us8YRQZa5vktSxy3GPzFZvVhWj91n8Fv2J	199.64x	$2,029,885	No Data Yet	$41,571
$SORA	2kPsaPajSwSDjgdiRAvr56Lz6PfewwfYYF1Pq2Z1Fr4f	3.13x	$62,867	No Data Yet	16/02 14:45:02 UTC
$LEAN	FAEehJDnTqEjq3AJRPiJVcJVZeCfXuCyist212G9aMwT	3.1x	$109,956	a few seconds ago	9 hours ago
$LEAN	FAEehJDnTqEjq3AJRPiJVcJVZeCfXuCyist212G9aMwT	4.2x	$149,733	a few seconds ago	10 hours ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	2.8	$105,848	a few seconds ago	11 minutes ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	4.0	$152,478	a few seconds ago	16 minutes ago
$BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	4.02x	$169,688	16/02 17:45:02 UTC	$37,967
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	6.2	$235,224	a few seconds ago	26 minutes ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	7.1	$268,838	a few seconds ago	28 minutes ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	8.3	$315,840	a few seconds ago	30 minutes ago
$BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	9.2	$349,634	a few seconds ago	30 minutes ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	10.3	$390,156	a few seconds ago	44 minutes ago
BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	11.6	$441,936	a few seconds ago	an hour ago
$BonkAI	E2JYUVTyxXP1Tq8cZrBqkjoonogXQ2nhAjz2HbZsPBvA	11.64x	$245,218	N/A	N/A
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,321,250	No Data Yet	No Data Yet
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,317,366	No Data	16/02 19:30:08 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,260,993	No Data Yet	16/02 19:45:03 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,417,645	No Data Yet	No Data Yet
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,254,618	No Data Yet	$809,961
$SORA	2kPsaPajSwSDjgdiRAvr56Lz6PfewwfYYF1Pq2Z1Fr4f	3.13x	$37,260	No Data	16/02 20:45:03 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,063,641	No Data Yet	16/02 21:00:04 UTC
CRYPTO	AWQkknKqnjdEnV9Y4worHHvApq9nPF9xkJSDjjoZRFeA	2.0x	$173,838	a few seconds ago	20 minutes ago
CRYPTO	AWQkknKqnjdEnV9Y4worHHvApq9nPF9xkJSDjjoZRFeA	3.0x	$258,499	a few seconds ago	29 minutes ago
CRYPTO	AWQkknKqnjdEnV9Y4worHHvApq9nPF9xkJSDjjoZRFeA	4.6x	$395,263	a few seconds ago	39 minutes ago
CRYPTO	AWQkknKqnjdEnV9Y4worHHvApq9nPF9xkJSDjjoZRFeA	5.1	$437,836	a few seconds ago	43 minutes ago
FRAPPE	FrAPPest68fTCUKPBiUMahrujEawgCycsd3mvuLqHCbe	2.0x	$58,048	a few seconds ago	7 minutes ago
$SAD	Dq6kwpM41kXVFKqb8GHS5pE3E6En2Jg3misazGZ2MQFc	2.2x	$1,030,040	a few seconds ago	8 minutes ago
$SAD	Dq6kwpM41kXVFKqb8GHS5pE3E6En2Jg3misazGZ2MQFc	3.3x	$1,529,796	a few seconds ago	13 minutes ago
$CRYPTO	AWQkknKqnjdEnV9Y4worHHvApq9nPF9xkJSDjjoZRFeA	5.14x	$85,240	16/02 22:45:02 UTC	16/02 22:45:02 UTC
$AI	DYyWDr8PsEZE5KCU9E8CBT9PDvYDBf9uuMrPUzofAWfp	2.0x	$56,560	a few seconds ago	4 minutes ago
AI	DYyWDr8PsEZE5KCU9E8CBT9PDvYDBf9uuMrPUzofAWfp	3.6x	$102,464	a few seconds ago	7 minutes ago
$AI	DYyWDr8PsEZE5KCU9E8CBT9PDvYDBf9uuMrPUzofAWfp	4.2x	$117,652	a few seconds ago	9 minutes ago
$AI	DYyWDr8PsEZE5KCU9E8CBT9PDvYDBf9uuMrPUzofAWfp	5.1x	$144,599	a few seconds ago	15 minutes ago
$AI	DYyWDr8PsEZE5KCU9E8CBT9PDvYDBf9uuMrPUzofAWfp	6.7x	$188,675	a few seconds ago	19 minutes ago
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,020,533	No Data Yet	16/02 23:45:03 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,058,405	No Data Yet	No Data Yet
$NAVALNY	9HKb55kFrmX4uwCmJgu25MnirHtnhtcE2HezXgEbPsNV	2.2x	$48,248	a few seconds ago	4 minutes ago
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$975,619	No Data Yet	809,961
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$1,000,327	No Data	No Data
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$970,573	No Data Yet	17/02 00:45:02 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.61x	$968,028	No Data Yet	17/02 01:00:02 UTC
STREND	Ciif14mfZbwFFwt4cKdipX5FpYjjpUQdmmo68GSiiS98	2.1x	$63,560	a few seconds ago	21 minutes ago
$STREND	Ciif14mfZbwFFwt4cKdipX5FpYjjpUQdmmo68GSiiS98	3.0x	$93,159	a few seconds ago	2 hours ago
$STREND	Ciif14mfZbwFFwt4cKdipX5FpYjjpUQdmmo68GSiiS98	3.03x	$44,372	17/02 08:15:02 UTC	17/02 08:15:02 UTC
$STREND	Ciif14mfZbwFFwt4cKdipX5FpYjjpUQdmmo68GSiiS98	3.03x	$47,406	17/02 08:30:02 UTC	Alert Mkc: $30,727
TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	2.0x	$520,574	a few seconds ago	an hour ago
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	2.03x	$558,884	No Data Yet	17/02 16:30:01 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.0x	$773,372	a few seconds ago	an hour ago
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$770,070	No Data Yet	17/02 16:45:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$677,444	No Data Yet	No Data Yet
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$637,493	No Data Yet	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$489,405	No Data Yet	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$662,601	No Data Yet	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$594,102	17/02 18:15:01 UTC	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$511,425	17/02 18:30:03 UTC	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$528,692	No Data Yet	17/02 18:45:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$452,772	No Data Yet	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$428,854	No Data Yet	No Data Yet
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$256,212	No Data Yet	17/02 19:45:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$256,212	No Data Yet	17/02 20:00:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$256,212	No Data Yet	17/02 20:15:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$256,212	17/02 20:45:01 UTC	N/A
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$173,690	17/02 21:00:01 UTC	$256,212
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$256,212	17/02 21:30:02 UTC	17/02 21:30:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$231,723	No Data Yet	17/02 21:45:02 UTC
$TAONU	6ZT7hoeMNfYua5oJ67EQJbFJHUBVLuFBbCKduRuk1rXr	3.02x	$161,671	No Data Yet	No Data Yet
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	2.1x	$46,004	a few seconds ago	an hour ago
$BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	2.06x	$38,275	N/A	N/A
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	3.9x	$86,573	a few seconds ago	an hour ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	4.2x	$93,057	a few seconds ago	an hour ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	5.5x	$122,540	a few seconds ago	an hour ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	6.2x	$137,880	a few seconds ago	an hour ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	7.2x	$160,926	a few seconds ago	2 hours ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	8.6x	$191,510	a few seconds ago	2 hours ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	9.5x	$211,833	a few seconds ago	2 hours ago
$BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	10.0x	$223,957	a few seconds ago	2 hours ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	12.1x	$271,441	a few seconds ago	2 hours ago
$BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	12.13x	$260,366	18/02 04:00:01 UTC	18/02 04:00:01 UTC
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	13.2x	$296,386	a few seconds ago	2 hours ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	14.6x	$327,701	a few seconds ago	2 hours ago
BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	16.0x	$358,390	a few seconds ago	2 hours ago
$BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	19.1x	$428,218	a few seconds ago	3 hours ago
$BOBO	2S6x1oxs1Qgwtn4gjB1EtdhbT5cv5uoqDdZsNbmaercr	19.13x	$22,380	No Data Yet	No Data Yet
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.1x	$107,151	a few seconds ago	20 minutes ago
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.13x	$112,389	No Data Yet	No Data Yet
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.13x	$63,194	18/02 06:00:02 UTC	18/02 06:00:02 UTC
$BULL	5pasDppzTEDJhzDZrpVmTziTEHAosRQuaHHUNu48eTMd	2.13x	$50,366	18/02 06:30:03 UTC	18/02 06:30:03 UTC
